ID,企业名称
804,北京交好运网络技术有限公司
805,北京塔图因文化传媒有限公司
806,北京诚创远拓科技有限公司
807,北京清城睿现数字科技研究院有限公司
808,北京华建互联科技发展有限公司
809,北京领宇科技有限公司
810,北京创思工贸有限公司
811,北京东方威特称重设备系统有限公司
812,北京瑞祺皓迪技术股份有限公司
813,平方创想教育科技（北京）有限公司
814,北京创意魔方广告有限公司
815,北京军科华仞生物工程技术研究有限公司
816,智网联合科技股份有限公司
817,信鸥互联（北京）信息技术有限公司
818,北京朗依制药有限公司
819,北京居然之家家居连锁集团有限公司
820,京翰林微电水（北京）科技有限公司
821,北京光宇在线科技有限责任公司
822,北京币码网络科技有限公司
823,北京亦城盛世科技有限公司
824,北京新翔维创科技股份有限公司
825,北京博研智通科技有限公司
826,北京云玺科技有限责任公司
827,北京卓锐盛世科技发展有限公司
828,北京金信海液科技有限公司
829,北京三强核力辐射工程技术有限公司
830,北京住总新型建材有限公司
831,北京通州国际种业科技有限公司
832,北京广大和悦医学科技有限公司
833,北京科讯源通科技有限公司
834,北京科为博生物科技有限公司
835,北京浩宸科技有限公司
836,北京晟元亿讯科技有限公司
837,北京川金环保科技有限公司
838,呼朋科技（北京）有限公司
839,华夏高铁技术有限公司
840,先锋音讯（北京）通讯技术有限公司
841,北京通伟立信科技有限公司
842,北京达华融域智能卡技术有限公司
843,北京思路高医疗科技有限公司
844,北京珞安科技有限责任公司
845,北京匿默生物科技有限公司
846,北京构力科技有限公司
847,北京诚智汇达信息科技有限公司
848,北京彼速信息技术有限公司
849,北京万讯博通科技发展有限公司
850,北京均友信科技有限公司
851,北京中交国路环境景观园林工程技术有限公司
852,中船重工特种设备有限责任公司
853,北京博雅大数据科技有限公司
854,中数经纬科技（北京）有限公司
855,北京云智小橙科技有限公司
856,中盛润通（北京）国际贸易有限公司
857,北京景玉银安科技有限公司
858,中手媒（北京）大数据科技有限公司
859,北京青迈网络科技有限公司
860,北京新奥特蓝星科技有限公司
861,北京静通科技有限公司
862,比美特医护在线（北京）科技有限公司
863,北京欧远致科技有限公司
864,北京联梦工场科技有限公司
865,北山网电电力技术（北京）有限公司
866,北京知味优品科技有限公司
867,北京当代海嘉教育科技有限公司
868,北京医邦智信科技有限公司
869,北京镭鸣科技有限公司
870,中融飞腾(北京)科技有限公司
871,北京罗比生物科技有限公司
872,北京市华都峪口禽业有限责任公司
873,北京中农精准科技有限公司
874,北京可蓝新风科技有限公司
875,北京楚之园环保科技有限责任公司
876,北京北内创意电控发动机有限责任公司
877,辰辰帮帮（北京）科技有限公司
878,北京中咨华安交通科技发展有限公司
879,北京中融安全印务公司
880,北京中卓时代消防装备科技有限公司
881,超晶科技（北京）有限公司
882,北京国铁东方科技发展有限公司
883,北京库神信息技术有限公司
884,华电南自科技股份有限公司
885,北京晟盈鼎华科技有限责任公司
886,北京讯飞京达来科技有限公司
887,况客科技（北京）有限公司
888,北京凤凰石科技有限公司
889,微思行（北京）科技有限公司
890,北京颐圣智能科技有限公司
891,北京信远智美科技有限公司
892,北京神舟绿鹏农业科技有限公司
893,北京中天锋安全防护技术有限公司
894,凯普泰（北京）医药科技有限公司
895,中交一公局第三工程有限公司
896,微塞特（北京）科技有限公司
897,北京北比信息技术有限公司
898,北京若贝特智能机器人科技有限公司
899,北京天明创新数据科技有限公司
900,北京金房暖通节能技术股份有限公司
901,北京志成信通信息技术发展有限公司
902,北京燕山翔宇环保工程技术有限公司
903,北京博锦元生物科技有限公司
904,北京恒维科技有限公司
905,天向优学(北京)教育科技有限公司
906,北京通州开关有限公司
907,中国公路工程咨询集团有限公司
908,北京金锐世纪高科技有限公司
909,北京奥金达农业科技发展有限公司
910,北京合力讯达科技有限公司
911,北京云天创科技有限公司
912,北京星网智控科技有限公司
913,北京赛迪克金属材料有限公司
914,北京齐力众信科技有限公司
915,北京达因军惠网络技术有限公司
916,万选通（北京）网络信息技术有限公司
917,国和瑞斯（北京）科技有限公司
918,首拓富达（北京）科技有限公司
919,北京康派特医疗器械有限公司
920,北京容艺教育科技有限公司
921,北京双盛时代建筑材料有限公司
922,北京铨富光电科技有限公司
923,北京数联众创科技有限公司
924,北京慧舟普度科技有限公司
925,北京乾元利恒科技有限公司
926,奇弩（中国）有限公司
927,北京云腾神岳科技发展有限公司
928,碳能科技（北京）有限公司
929,北京国联中微网络技术股份公司
930,沃迪克（北京）工业技术有限公司
931,中智匠(北京)科技有限公司
932,必扬星环（北京）航空科技有限公司
933,北京康萍科技有限公司
934,北京缔森科技发展有限公司
935,北京诚一科技有限公司
936,爱尚游（北京）科技股份有限公司
937,北京艾瑞维克科技有限公司
938,北京嘉云升科技有限公司
939,中路高科交通检测检验认证有限公司
940,北京数语科技有限公司
941,北京票通信息技术有限公司
942,北京图森未来科技有限公司
943,北京组学生物科技有限公司
944,北京墨鹤科技有限公司
945,东畅（北京）广告有限公司
946,博英睿科（北京）科技有限公司
947,北京乐氏联创科技有限公司
948,北京华丽教育科技有限公司
949,北京未来安全信息技术有限公司
950,雁阵科技（北京）有限公司
951,掌阅科技股份有限公司
952,北京中气京诚环境科技有限公司
953,北京华云天下科技有限公司
954,中国司法大数据研究院有限公司
955,北京艾普希隆生物科技有限公司
956,北京川页家和科技发展有限公司
957,北京普安科技有限公司
958,北京国信云服科技有限公司
959,北京奥朗环安科技有限公司
960,国信恒安科技(北京)有限公司
961,铁科（北京）轨道装备技术有限公司
962,北京兴泰明远科技有限公司
963,北京利安盛华科技有限公司
964,北京医威森医疗科技有限公司
965,北京中工国机技术有限公司
966,北京药海宁康医药科技有限公司
967,北京幻响神州科技股份有限公司
968,北京北航先进工业技术研究院有限公司
969,北京锐达芯集成电路设计有限责任公司
970,北京甘为科技发展有限公司
971,北京答特科技有限公司
972,北京像素软件科技股份有限公司
973,炫一下（北京）科技有限公司
974,北京航宇天穹科技有限公司
975,北京必选信息技术有限公司
976,甜橙创新（北京）品牌管理顾问有限公司
977,北京首溯科技有限公司
978,中粮（北京）饲料科技有限公司
979,北京中电联达信息技术有限公司
980,北京智链金服科技有限公司
981,力鸿智信（北京）科技有限公司
982,北京盛国万康环保科技有限公司
983,北京市美丹食品有限公司
984,北京杜尔考特科技有限公司
985,北京市晟开源电器设备厂
986,北京贝爱多母婴产品有限公司
987,北京普德康利医药科技发展有限公司
988,北京兰光创新科技有限公司
989,北京金华科生物技术有限公司
990,北京中色资源环境工程股份有限公司
991,北京哈莫尼工程顾问有限责任公司
992,北京融创天地科技有限公司
993,北京宏景讯驰科技有限公司
994,北京梦之岩科技有限公司
995,汇智华通信息技术（北京）有限公司
996,北京安龙脉德医学科技有限公司
997,北京医优米信息技术有限公司
